star,Hotel_name,review_rate,review_grade,reviewer_name,trip_type,room_type,trip_date_year,trip_date_month,title,review,trip_day,review_date,datetime,rate,stem_review
1,유원호텔_서초,10.0,최고,yujin,커플/2인 여행객,스탠다드 더블 베드,2021.0,1.0,9층 이용후기”,금연방으로 예약해서 그런지 방에서 담배 냄새 같은 게 거의 나지 않았고 전체적으로 깨끗했어요,1,2021-01-06,2021-01-06,5,금연방으로 예약하다 그렇다 방에서 담배 냄새 같다 게 거의 나다 않다 전체적으로 깨끗하다
1,유원호텔_서초,7.2,좋음,KIM,그룹 여행객,스탠다드 더블 베드,2019.0,7.0,그냥저냥 묵기좋은 모텔급”,위치는 남부터미널 역과 가까워서 좋았습니다. 조금 걷긴 하지만요. 화장실이 유리 문에 꽉 맞물려 닫히지 않는 문이라 숙박공간과 완전한 격리가 불가능하네요. 소리도 다 들리고... 아주 친한 사이라면 괜찮겠지만 그렇지 않다면 곤란할 것 같습니다. 스탠더드는 화장실 바깥에 세면대가 나와있어서 실내에 물이 튑니다. 다른 방 수도 소리도 조금 크지만 잠은 잘 자는 편이라 그다지 신경 쓰이지는 않았습니다. 할인한 가격 대비 보통입니다.,1,2019-07-08,2019-07-08,3,위치는 남부터미널 역과 가깝다 좋다. 조금 걷다 하다만요. 화장실이 유리 문에 꽉 맞다물리다 닫히다 않다 문이라 숙박공간과 완전하다 격리가 불가능하다. 소리도 다 들리다... 아주 친하다 사이라면 괜찮다 그렇다 않다 곤란하다 것 같다. 스탠더드는 화장실 바깥에 세면대가 나오다 실내에 물이 튀다. 다른 방 수도 소리도 조금 크다 잠은 자다 자다 편이라 그다지 신경 쓰이다 않다. 할인한 가격 대비 보통이다.
1,유원호텔_서초,10.0,최고,Moon,커플/2인 여행객,디럭스 프리미엄,2020.0,11.0,최고”,가격 대비 최고 요즘 매일 유원 호텔만 이용해요 ㅎㅎ,1,2020-11-16,2020-11-16,5,가격 대비 최고 요즘 매일 유원 호텔만 이용하다 ㅎㅎ
1,유원호텔_서초,8.7,우수,LEE,나홀로 여행객,스탠다드 더블 베드,2015.0,5.0,"최고의 위치,편안한 숙박이였습니다.”",자체 카페도 있고 침대도 크고 최신 시설은 아니지만 편안했습니다.,1,2015-05-29,2015-05-29,4,자체 카페도 있다 침대도 크다 최신 시설은 아니다 편안하다.
1,유원호텔_서초,7.2,좋음,Su-Yeon,커플/2인 여행객,,2017.0,5.0,잠귀가 어두운 투숙객 추천”,가격 대비 룸이 매우 좋았음. 역과 접근성도 좋으나 룸 간의 수도 설비 소음이 크고. 주변에 취객 소음이 큼. 소음에 무딘 사람은 크게 영향받지 않으나 예민한 사람은 숙면을 취하기 어려움.,1,2017-05-21,2017-05-21,3,가격 대비 룸이 매우 좋다. 역과 접근성도 좋다 룸 간의 수도 설비 소음이 크다. 주변에 취객 소음이 크다. 소음에 무딘 사람은 크게 영향받다 않다 예민하다 사람은 숙면을 취하기 어려움.
1,유원호텔_서초,8.0,우수,Kim,출장 여행객,스탠다드 더블 베드,2020.0,6.0,오래 낡았지만”,좀 오래되어 낡았지만... 깨끗합니다 이만한 위치에 이만한 호텔은 이 가격에는 없을 것 같아요,2,2020-06-29,2020-06-29,4,좀 오래되다 낡다... 깨끗하다 이만한 위치에 이만한 호텔은 이 가격에는 없다 것 같다
1,유원호텔_서초,7.2,좋음,Jemin,나홀로 여행객,스탠다드 더블룸,2017.0,4.0,조금 시끄러움.”,"유흥가 주변이라 밤에 많이 시끄러움. 그리고, 일반 숙박자보다는 대실 자들이 많아서 애들과 묵기에는 좀 그렇습니다. 주변에 음식점도 많고 지하철역이 가까워서 강남으로의 이동은 아주 좋음.",2,2017-04-05,2017-04-05,3,"유흥가 주변이라 밤에 많이 시끄럽다움. 그리고, 일반 숙박자보다는 대다 자들이 많다 애들과 묵다 좀 그렇다. 주변에 음식점도 많다 지하철역이 가깝다 강남으로의 이동은 아주 좋다."
1,유원호텔_서초,8.4,우수,HYEHYUN,나홀로 여행객,스탠다드 더블 베드,2017.0,10.0,위치는 좋아요”,"남부터미널 역 근처라 위치는 좋고, 가격 대비 나쁘지 않습니다.",1,2017-11-22,2017-11-22,4,"남부터미널 역 근처라 위치는 좋다, 가격 대비 나쁘다 않다."
1,유원호텔_서초,8.8,우수,Jemin,나홀로 여행객,스탠다드 더블 베드,2017.0,9.0,가격대비 좋음”,지하철역 가깝고 음식점 많아 좋습니다.,2,2017-10-05,2017-10-05,4,지하철역 가깝다 음식점 많다 좋다.
1,유원호텔_서초,6.8,양호,Jeongwon,출장 여행객,디럭스 더블베드,2020.0,10.0,가격대비 만족 ”,"위치. 남부터미널 역에서 3분, 예술의전당까지 넉넉 10분 침구 컨디션은 깨끗하나 시트가 너무 차가운 재질이어서 요즘 계절에 추웠음. 방이 넓어 좋았음. 청소상태는 언뜻 보기엔 깨끗한듯하였으나 세밀히는 굴러다니는 먼지들이 많았음.",1,2020-10-21,2020-10-21,3,"위치. 남부터미널 역에서 3분, 예술의전당까지 넉넉 10분 침구 컨디션은 깨끗하다 시트가 너무 차갑다 재질이어서 요즘 계절에 춥다. 방이 넓다 좋다. 청소상태는 언뜻 보기엔 깨끗하다하다 세밀다 구르다다니다 먼지들이 많다."
1,유원호텔_서초,2.8,,Siyeon,커플/2인 여행객,스탠다드 더블룸,2022.0,8.0,깜짝놀랄정도”,"가격 생각하면 이게 맞나? 싶은데 친구 집이 서초라 근처 호텔 싸다고 잡았는데 역시 저렴한 덴 이유가 있구나 후회하고, 옛날 티브이나 영화에서 보던 비주얼에 경악, 룸 컨디션은 그렇다 치고 담배 냄새가 너무 많이 나서 30분 동안 다른 호텔 찾느라 머물렀는데 머리가 너무 아팠어요. 방 바꿔주신다고는 했는데 다른 방도 비슷할 거라 하셔서 늦은 시간이었음에도 불구하고 다른 호텔 찾아서 나왔네요 10만 원 이상 되는 방은 괜찮을 거 같은데 5만 원 방은 정말 비추예요.",1,2022-08-17,2022-08-17,1,"가격 생각하다 이게 맞다? 싶다 친구 집이 서초라 근처 호텔 싸다 잡다 역시 저렴하다 덴 이유가 있다 후회하고, 옛날 티브이나 영화에서 보다 비주얼에 경악, 룸 컨디션은 그렇다 치고 담배 냄새가 너무 많이 나서다 30분 동안 다른 호텔 찾다 머무르다 머리가 너무 아프다. 방 바꾸다주다 하다 다른 방도 비슷하다 거라 하다 늦다 시간이다 불구하고 다른 호텔 찾다 나오다 10만 원 이상 되다 방은 괜찮다 거 같다 5만 원 방은 정말 비추다."
1,유원호텔_서초,6.0,,Hana,청소년 동반 가족 여행객,Standard(도보),2022.0,8.0,위치 주차 모두좋지만”,시설이 너무나 노후화되었네요 ㅠㅠ,1,2022-08-15,2022-08-15,3,시설이 너무나 노후화되어다 ㅠㅠ
1,유원호텔_서초,6.4,양호,CHUN,커플/2인 여행객,스탠다드 더블룸,2022.0,7.0,조금 낯선 분위기”,직원분들은 친절하시나 위생상태가 쉽지 않습니다. 그리고 옆방에서 뭐 하는지? 다 들려요,1,2022-08-07,2022-08-07,3,직원분들은 친절하다 위생상태가 쉬다 않다. 그리고 옆방에서 뭐 하다? 다 들다
1,유원호텔_서초,2.0,,HEO,출장 여행객,스탠다드 더블 베드,2022.0,7.0,최악”,절대 안 가요,1,2022-07-16,2022-07-16,1,절대 안 가요
1,유원호텔_서초,7.2,좋음,mi,커플/2인 여행객,스탠다드 더블룸,2022.0,5.0,터미널과 가까워서”,터미널과 가까운 거 빼고는 방 컨디션은 별로네요... ᄏᄏᄏ 말 오래된 호텔입니다,1,2022-06-19,2022-06-19,3,터미널과 가깝다 거 빼다 방 컨디션은 별로네요... ᄏᄏᄏ 말 오래되다 호텔이다
1,유원호텔_서초,4.8,,Oh,커플/2인 여행객,스탠다드 더블룸,2022.0,5.0,위생상태 방음상태가 안좋아요 ”,방음 상태가 너무 안 좋습니다 방음이 잘 안돼요 옆방의 소리가 다 들려서 불편했어요,1,2022-06-04,2022-06-04,2,방음 상태가 너무 안 좋다 방음이 자다 안돼다 옆방의 소리가 다 들다 불편하다
1,유원호텔_서초,5.6,,kyung,출장 여행객,스탠다드 더블 베드,2022.0,4.0,.”,.,1,2022-04-27,2022-04-27,2,.
1,유원호텔_서초,10.0,최고,jimin,출장 여행객,스탠다드 더블룸,2022.0,3.0,넘 편안하게 잘 머물렀습니다.”,따뜻한 물도 잘 나오고 참 좋습니다. 저렴하게 길게 쉴 수 있어 감사합니다!,1,2022-03-06,2022-03-06,5,따뜻하다 물도 자다 나오다 차다 좋다. 저렴하다 길다 쉬다 수 있다 감사하다!
1,유원호텔_서초,6.8,양호,Soo,출장 여행객,스탠다드 더블 베드,2022.0,2.0,양호”,가성비로 묵기에는 그냥 적당함.,1,2022-02-21,2022-02-21,3,가성비로 묵다 그냥 적당하다.
1,유원호텔_서초,7.2,좋음,Mi,청소년 동반 가족 여행객,스탠다드 더블 베드,2021.0,11.0,위치가 좋아요.”,"밤 도착이라 일단 찾이 쉬운 곳으로 선택했습니다. 뒤편에 위치했지만 찾기에 무난했고요, 객실은 좀 좁은 느낌에 금연 객실로 신청했지만 냄새가 많이 나더라고요 ㅜㅜ 그냥 가깝고 가성비라면 한 번쯤 숙박할 만합니다.",1,2021-12-08,2021-12-08,3,"밤 도착이라 일단 찾다 쉽다 곳으로 선택하다. 뒤편에 위치하다 찾기에 무난하다, 객실은 좀 좁다 느낌에 금연 객실로 신청하다 냄새가 많이 나다 ㅜㅜ 그냥 가깝다 가성비다 하다 번쯤 숙박하다 만하다."
1,유원호텔_서초,5.6,,Sang,출장 여행객,럭셔리 스위트,2021.0,11.0,서비스는 좋았으나 객실 노후 상태가 심함”,환불 조치하여 주었음,1,2021-11-29,2021-11-29,2,환불 조치하다 주다
1,유원호텔_서초,7.2,좋음,Jihyun,출장 여행객,스탠다드 더블 베드,2021.0,10.0,가성비”,영 가성비 유일,1,2021-11-11,2021-11-11,3,영 가성비 유일
1,유원호텔_서초,3.6,,insook,청소년 동반 가족 여행객,스탠다드 더블 베드,2021.0,10.0,최악+비추인 이유 5가지만 말해볼게요”,최악임 1 화장실 담배 냄새 방 들어서자마자 금방 핀듯한 담배 냄새 2시간 정도 환기시키고 나서야 냄새 빠져서 창문과 환풍기 끌 수 있었음 2시트 핏방울 2곳 하얀 시트에 핏방울이 떨어져서 번져있음 대실 해주고 이불도 안 갈았나? 소름 끼침 3보일러 안됨 추워서 밤새 잠 못 잠 3번이나 전화했으나 호실 교체 안되고 그냥 말로만 죄송하다며 전기히터 켜고 자라고 해서 아이가 감기 걸릴까 봐 새벽 내내 켰다 껐다 반복하느라 못 잠 4방에 등이 없음 조도 조절 가능한 작은 조명등만 2개 있음 아침인데도 화장조차 할 수 없어서 창문 옆에 서서 손거울 보면서 함 5방바닥 끈적거림 끈적거리고 더러워서 물티슈로 닦으니 새까맣게 묻어남 장난칩니까 싼 게 비지떡이래도 어느 정도 지 이건 할인이 아니라 원래 받을 수 있는 금액 플러스 바가지 쓴 기분입니다 가격 대비 괜찮았다 하시는 분들은 큰 룸을 잡으셨는지 모르겠지만 스탠더드룸 최악이었음 이용후기 쓸 수 있기만을 기다렸습니다 다시는 안 가겠습니다,1,2021-10-31,2021-10-31,1,최악임 1 화장실 담배 냄새 방 들어서다 금방 피다한 담배 냄새 2시간 정도 환기시키다 나서다 냄새 빠지다 창문과 환풍기 끌 수 있다 2시트 핏방울 2곳 하얗다 시트에 핏방울이 떨어지다 번지다 대다 해주다 이불도 안 갈다? 소름 끼치다 3보일러 안되다 춥다 밤새 잠 못 잠 3번이나 전화하다 호실 교체 안되다 그냥 말로만 죄송하다 전기히터 켜다 자라다 하다 아이가 감기 걸리다 보다 새벽 내내 켜다 끄다 반복하다 못 잠 4방에 등이 없다 조도 조절 가능하다 작다 조명등만 2개 있다 아침인데도 화장조차 하다 수 없다 창문 옆에 서서 손거울 보다 함 5방바닥 끈적다림 끈적거리고 더럽다 물티슈로 닦다 새까맣다 묻다남 장난칩니까 싸다 게 비지떡이래도 어느 정도 지다 이것은 할인이 아니다 원래 받다 수 있다 금액 플러스 바가지 쓸다 기분이다 가격 대비 괜찮다 하다 분들은 크다 룸을 잡다 모르다 스탠더드룸 최악이다 이용후기 쓸다 수 있다 기다리다 다시다 안 가다
1,유원호텔_서초,7.6,매우 좋음,YUNYI,출장 여행객,스탠다드 더블 베드,2021.0,9.0,위치에 할인 적용하면 가성비 좋음”,"할인으로 가성비 좋게 활용했습니다. 출장, 교육 등에는 쓰기 좋습니다. 호텔이라기보다는 입지 때문에 그렇고 모텔인데 객실 규모가 있어서 호텔처럼 된 12성이라 하기도 뭣하지만 그렇습니다. 3성 이상의 호텔처럼 이용객 대상으로 수베니어처럼 제공되지 않습니다. 어메니티는 가격만큼입니다. 이건 기대 안 하시는 게 좋습니다.",1,2021-10-01,2021-10-01,3,"할인으로 가성비 좋다 활용하다. 출장, 교육 등에는 쓰기 좋다. 호텔이라기보다는 입지 때문에 그렇다 모텔인데 객실 규모가 있다 호텔처럼 되다 12성이라 하다 뭣하지만 그렇다. 3성 이상의 호텔처럼 이용객 대상으로 수베니어처럼 제공되다 않다. 어메니티는 가격만큼이다. 이것은 기대 안 하다 게 좋다."
1,유원호텔_서초,8.4,우수,JOONHEE,출장 여행객,스탠다드 더블 베드,2021.0,9.0,추천합니다  !”,위치도 좋고 가격도 좋기에 하룻밤 묶기에 최고입니다!,1,2021-09-27,2021-09-27,4,위치도 좋다 가격도 좋다 하룻밤 묶다 최고이다!
1,유원호텔_서초,10.0,최고,choi,커플/2인 여행객,스탠다드 더블 베드,2021.0,1.0,가성비 좋아요”,개꿀',1,2021-09-05,2021-09-05,5,개꿀'
1,유원호텔_서초,6.0,,Jinhun,출장 여행객,디럭스 더블베드,2021.0,9.0,욕실에 곰팡이가....”,군데군데 곰팡이가 많이도 끼었네요.,1,2021-09-04,2021-09-04,3,군데군데 곰팡이가 많이도 끼다.
1,유원호텔_서초,7.2,좋음,sanghee,청소년 동반 가족 여행객,스탠다드 더블 베드,2021.0,7.0,아고다와 호텔간의 차이”,성인 2명에 초등생 1명이 투숙했는데 아고다에서는 가능한 숙소로 나왔는데 직접 호텔에 가보니 성인 2명밖에 숙박이 안 된다고 해서 현장에서 5만 원 더 주고 방 업그레이드해서 들어갔네요. 살짝 당황했습니다만 직원분이 친절하셔서 잘 자고 나왔네요.,1,2021-07-26,2021-07-26,3,성인 2명에 초등생 1명이 투숙하다 아고다에서는 가능하다 숙소로 나오다 직접 호텔에 가보다 성인 2명밖에 숙박이 안 되다 하다 현장에서 5만 원 더 주다 방 업그레이드하다 들어가다. 살짝 당황하다 직원분이 친절하다 자다 자고 나오다.
1,유원호텔_서초,6.4,양호,JIWON,커플/2인 여행객,디럭스 프리미엄,2021.0,6.0,히노끼탕이 있다니 ”,가 겨 대비 좋은 곳인데 요새는 좀 비싸졌네요!,1,2021-07-16,2021-07-16,3,가다 겨 대비 좋다 곳인데 요새는 좀 비싸다!
1,유원호텔_서초,10.0,최고,jimin,나홀로 여행객,,2021.0,7.0,가성비 짱.”,6시간 대실... 장난 아니죠. ㅎㅎㅎ 감사합니다.,1,2021-07-16,2021-07-16,5,6시간 대다... 장난 아니다. ㅎㅎㅎ 감사하다.
1,호텔 컬리넌 건대 2호점,10.0,최고,Ham,커플/2인 여행객,프리미엄룸,2019.0,8.0,가성비 갑갑갑”,울산에 웬만한 호텔 다 묵어봤는데 여기가 갑! 서비스나 시설이 너무 만족스럽고 위치도 성남동이랑 가까워서 좋고 리버뷰 너무 예쁘고! 조식은 살짝 부족하지만 조식 포함 숙박비라고 하기엔 가성비가 너무 좋다 ㅋㅋㅋ 자주 갈게요 이용상 약간의 문제는 있었지만 대처를 잘 해주셔서 아주 만족하고 갑니다 ㅋㅋ,1,2019-08-27,2019-08-27,5,울산에 웬만하다 호텔 다 묵다보다 여기가 갑! 서비스나 시설이 너무 만족스럽다 위치도 성남동이랑 가깝다 좋다 리버뷰 너무 예쁘다! 조식은 살짝 부족하다 조식 포함 숙박비라고 하다 가성비가 너무 좋다 ㅋㅋㅋ 자주 갈다 이용상 약간의 문제는 있다 대처를 자다 해주다 아주 만족하다 가다 ㅋㅋ
1,호텔 컬리넌 건대 2호점,8.8,우수,park,커플/2인 여행객,슈페리어 더블룸,2019.0,8.0,3박 했던 호텔 중에서 제일 괜찮았어요”,가격 대비 가장 괜찮았습니다 지하철역에서 조금 멉니다 어린이대공원 기준 도보 10분 직원분들이 굉장히 친절합니다 방 깨끗합니다 주변에 오락시설이 없어 조금 걸어가야 합니다 재방문 의사 있습니다 조식은 따로 제공하지 않지만 아침에 빵과 커피를 담아 놓아서 가져가면 됩니다,1,2019-08-19,2019-08-19,4,가격 대비 가장 괜찮다 지하철역에서 조금 멉니다 어린이대공원 기준 도보 10분 직원분들이 굉장하다 친절하다 방 깨끗하다 주변에 오락시설이 없다 조금 걸어가다 하다 재방문 의사 있다 조식은 따로 제공하다 않다 아침에 빵과 커피를 담다 놓다 가져가다 되다
1,호텔 컬리넌 건대 2호점,10.0,최고,Donggyu,커플/2인 여행객,슈페리어 더블룸,2019.0,8.0,가격도 굿 숙소도 굿”,지리 바로 앞 버스정류장 있어서 좋음 아이파크 건대까지 버스 타고 5분 직원 친절함 숙소 평일 가격 굿 깔끔하고 좋았음 다만 입장 시 담배 냄새 조금 풍겼음 금연실 아니었으니 괜찮 재방문의 사 굿,1,2019-08-12,2019-08-12,5,지리 바로 앞 버스정류장 있다 좋다 아이파크 건대까지 버스 타고 5분 직원 친절하다 숙소 평일 가격 굿 깔끔하다 좋다 다만 입장 시 담배 냄새 조금 풍기다 금연실 아니다 괜찮다 재방문의 사 굿
1,호텔 컬리넌 건대 2호점,7.6,매우 좋음,Kyuwon,나홀로 여행객,프리미엄룸,2019.0,6.0,응대가 친절한 편”,"큰 길에 있긴 하지만 밝은 길은 아니고 차만 지나다니는 길이라 괜히 으슥한 느낌이 듦. 처음에 체크인할 때 데스크에 있었던 남직원분은 친절하다는 느낌은 그다지 못 받았고, 금연 객실을 요청했었으나 방에 담배 냄새가 많이 나서 객실 교체 요청할 때 응대해주셨던 여자 직원분이 엄청 친절하셨음. 담배 냄새 때문에 불편하시진 않았는지, 다른 방으로 바로 안내해드리겠다 불편하시겠지만 조금만 기다려달라고 하셨음. 사실 이 리뷰도 그 직원분 때문에 쓰는 것임 근처에 뭐가 없어서 먹거나 놀려면 어린이대공원 쪽으로 나가야 하고, 1층에 물이나 커피 같은 간단한 음료를 마실 수 있는 공간이 있음. 엄청 고급 호텔은 아니겠지만, 저렴하게 하루 묵기 좋은 숙소. 분위기 내고 싶은 커플이나 업무차 방문한 사람에게는 괜찮은 숙소가 아닐까 함.",1,2019-09-02,2019-09-02,3,"크다 길에 있다 하지만 밝다 길다 아니다 차만 지나다 길이라 괜히 으슥한 느낌이 들다. 처음에 체크인하다 때 데스크에 있다 남직원분은 친절하다 느낌은 그다지 못 받다, 금연 객실을 요청하다 방에 담배 냄새가 많이 나서다 객실 교체 요청하다 때 응대해주다 여자 직원분이 엄청 친절하다. 담배 냄새 때문에 불편하다 않다, 다른 방으로 바로 안내해드리다 불편하다 조금만 기다리다달라고 하다. 사실 이 리뷰도 그 직원분 때문에 쓰다 것임 근처에 뭐가 없다 먹다 놀리다 어린이대공원 쪽으로 나가야 하다, 1층에 물이나 커피 같다 간단하다 음료를 말다 수 있다 공간이 있다. 엄청 고급 호텔은 아니다, 저렴하다 하루 묵다 좋다 숙소. 분위기 내다 싶다 커플이나 업무차 방문한 사람에게는 괜찮다 숙소가 아니다 함."
1,호텔 컬리넌 건대 2호점,10.0,최고,현진,출장 여행객,프리미엄룸,2019.0,10.0,키가 1개인 것만 빼면 다좋음”,깨끗하고 조용하고 시설도 낡은 거 없이 깔끔함. 근데 키가 1개라 함께 다니는 사람들은 상관없겠지만 각자 일정 있는 사람들은 서로 시간 맞추고 해야 돼서 조금 불편했음. 하지만 나머지는 다 좋음,3,2019-11-04,2019-11-04,5,깨끗하다 조용하다 시설도 낡다 거 없이 깔끔하다. 근데 키가 1개라 함께 다니다 사람들은 상관없다 각자 일정 있다 사람들은 서로 시간 맞추다 하다 돼다 조금 불편하다. 하지만 나머지는 다 좋다
1,호텔 컬리넌 건대 2호점,9.6,최고,Hyun,청소년 동반 가족 여행객,프리미엄룸,2019.0,11.0,"건대, 세종대, 어린이대공원 숙소”","버스 정류장 바로 앞, 지하철 이용 가능. 직원 매우 친절. 온수 아주 잘 나옴. 편의점 가까움. 단점 냉장고 얼음 녹은 물 흐름.",1,2019-12-01,2019-12-01,4,"버스 정류장 바로 앞, 지하철 이용 가능. 직원 매우 친절. 온수 아주 자다 나오다. 편의점 가깝다움. 단점 냉장고 얼음 녹다 물 흐름."
