star,Hotel_name,review_rate,review_grade,reviewer_name,trip_type,room_type,trip_date_year,trip_date_month,review,trip_day,review_date
1,유원호텔_서초,8.4,우수,HYEHYUN,나홀로 여행객,스탠다드 더블 베드,2017,10,"남부터미널역 근처라 위치는 좋고, 가격대비 나쁘지 않습니다.", 1박,2017-11-22
1,유원호텔_서초,8.8,우수,Jemin,나홀로 여행객,스탠다드 더블 베드,2017,9,지하철역 가깝고 음식점 많아 좋습니다., 2박,2017-10-05
1,유원호텔_서초,6.8,양호,Jeongwon,출장 여행객,디럭스 더블베드,2020,10,"위치. 남부터미널역에서 3분, 예술의전당까지 넉넉10분 
침구 컨디션은 깨끗하나 시트가 너무 차가운 재질이여서 요즘 계절에 추웠음. 

방이 넓어 좋았음. 

청소상태는 언뜻 보기엔 깨끗한듯 하였으나 세밀히는 굴러다니는 먼지들이 많았음.", 1박,2020-10-21
1,유원호텔_서초,2.8,,Siyeon,커플/2인 여행객,스탠다드 더블룸,2022,8,"가격생각하면 이게 맞나? 싶은데 친구집이 서초라 근처 호텔 싸다고 잡았는데…역시 저렴한덴 이유가 있구나 후회하고,, 옛날 티비나 영화에서 보던 비주얼에 경악,, 룸컨디션은 그렇다치고 담배냄새가 너무 많이 나서 30분 동안 다른 호텔 찾느라 머물렀는데 머리가 너무 아팠어요. 방바꿔주신다고는 했는데 다른방도 비슷할거라 하셔서 늦은 시간이었음에도 불구하고 다른 호텔 찾아서 나왔네요…10만원 이상되는 방은 괜찮을거 같은데 5만원방은 완전 비추예요.", 1박,2022-08-17
1,유원호텔_서초,6,,Hana,청소년 동반 가족 여행객,Standard(도보),2022,8,시설이 너무나 노후화되었네요 ㅠㅠ, 1박,2022-08-15
1,유원호텔_서초,6.4,양호,CHUN,커플/2인 여행객,스탠다드 더블룸,2022,7,직원 분들은 친절하시나 위생상태가 쉽지 않습니다. 그리고 옆방에서 뭐하는지(?) 다들려요, 1박,2022-08-07
1,유원호텔_서초,2,,HEO,출장 여행객,스탠다드 더블 베드,2022,7,절대안가요, 1박,2022-07-16
1,유원호텔_서초,7.2,좋음,mi,커플/2인 여행객,스탠다드 더블룸,2022,5,터미널과 가까운거 빼고는 방 컨디션은 별로네여..ㅋㅋㅋ정~말 오래된 호텔입니다, 1박,2022-06-19
1,유원호텔_서초,4.8,,Oh,커플/2인 여행객,스탠다드 더블룸,2022,5,"방음상태가 너무 안 좋습니다 
방음이 잘 안되요 
옆방의 소리가 다 들려서  불편했어요", 1박,2022-06-04
1,유원호텔_서초,5.6,,kyung,출장 여행객,스탠다드 더블 베드,2022,4,., 1박,2022-04-27
1,유원호텔_서초,10,최고,jimin,출장 여행객,스탠다드 더블룸,2022,3,따뜻한 물도 잘 나오고 참 좋습니다. 저렴하게 길게 쉴 수 있어 감사합니다!, 1박,2022-03-06
1,유원호텔_서초,6.8,양호,Soo,출장 여행객,스탠다드 더블 베드,2022,2,가성비로 묵기에는 그냥 적당함., 1박,2022-02-21
1,유원호텔_서초,7.2,좋음,Mi,청소년 동반 가족 여행객,스탠다드 더블 베드,2021,11,"밤 도착이라 일단 찾이 쉬운 곳으로 선택했습니다. 뒷편에 위치했지만 찾기에 무난했고요, 객실은 좀 좁은 느낌에 금연객실로 신청했지만 냄새가 많이 나더라구요 ㅜㅜ
그냥 가깝고 가성비라면 한번쯤 숙박할 만합니다.", 1박,2021-12-08
1,유원호텔_서초,5.6,,Sang,출장 여행객,럭셔리 스위트,2021,11,환불 조치하여 주었음, 1박,2021-11-29
1,유원호텔_서초,7.2,좋음,Jihyun,출장 여행객,스탠다드 더블 베드,2021,10,ㅇㅇ 가성비 유일, 1박,2021-11-11
1,유원호텔_서초,3.6,,insook,청소년 동반 가족 여행객,스탠다드 더블 베드,2021,10,"최악임

1) 화장실 담배냄새
방 들어서자말자 금방 핀듯한 담배냄새 2시간정도 환기시키고나서야  냄새 빠져서 창문과 환풍기 끌수 있었음

2)시트 핏방울 2곳
하얀 시트에 핏방울이 떨어져서 번져있음
대실해주고 이불도 안갈았나?
소름끼침

3)보일러 안됨
추워서 밤새 잠 못잠
3번이나 전화했으나 호실교체 안되고 그냥 말로만 죄송하다며 전기히터 켜고 자라고 해서 아이가 감기 걸릴까봐 새벽내내 켰다껐다 반복하느라 못잠

4)방에 등이 없음
조도 조절가능한 작은 조명등만 2개 있음
아침인데도 화장조차 할수 없어서 창문 옆에 서서 손거울  보면서 함

5)방바닥 끈적거림
끈적거리고 더러워서 물티슈로 닦으니 새까맣게 묻어남

장난칩니까
싼게 비지떡이래도 어느정도지 
이건 할인이 아니라 원래 받을수 있는 금액 플러스 바가지 쓴 기분입니다

가격대비 괜찮았다 하시는 분들은 큰 룸을 잡으셨는지 모르겠지만
스탠다드룸 최악이었음

이용후기 쓸수 있기만을 기다렸습니다
다시는 안가겠습니다", 1박,2021-10-31
1,유원호텔_서초,7.6,매우 좋음,YUNYI,출장 여행객,스탠다드 더블 베드,2021,9,"할인으로 가성비 좋게 활용했습니다. 출장, 교육 등에는 쓰기 좋습니다. 
호텔이라기 보다는 입지 때문에 그렇고 모텔인데 객실 규모가 있어서 호텔 처럼 된 1-2성이라 하기도 뭣하지만 그렇습니다.  3성 이상의 호텔처럼 이용객 대상으로 수베니어처럼 제공되지 않습니다.  어메니티는 가격 만큼 입니다. 이건 기대안하시는게 좋습니다.", 1박,2021-10-01
1,유원호텔_서초,8.4,우수,JOONHEE,출장 여행객,스탠다드 더블 베드,2021,9,위치도 좋고 가격도 좋기에 하룻밤 묶기에 최고입니다  !, 1박,2021-09-27
1,유원호텔_서초,10,최고,choi,커플/2인 여행객,스탠다드 더블 베드,2021,1,개꿀~~~~~~~~'~~~, 1박,2021-09-05
1,유원호텔_서초,6,,Jinhun,출장 여행객,디럭스 더블베드,2021,9,군데군데 곰팡이가 많이도 끼었네요., 1박,2021-09-04
1,유원호텔_서초,7.2,좋음,sanghee,청소년 동반 가족 여행객,스탠다드 더블 베드,2021,7,성인 2명에 초등생 1명이 투숙했는데 아고다에서는 가능한 숙소로 나왔는데 직접 호텔에 가보니 성인 2명밖에 숙박이 안된다고해서 현장에서 5만원 더 주고 방 업그레이드 해서 들어갔네요. 살짝 당황했습니다만 직원분이 친절하셔서 잘 자고 나왔네요., 1박,2021-07-26
1,유원호텔_서초,6.4,양호,JIWON,커플/2인 여행객,디럭스 프리미엄,2021,6,가겨대비 좋은 곳인데 요새는 좀 비싸졌네요 !, 1박,2021-07-16
1,유원호텔_서초,10,최고,jimin,나홀로 여행객,,2021,7,6시간 대실.. 장난아니죠. ㅎㅎㅎ 감사합니다., 1박,2021-07-16
1,호텔 컬리넌 건대 2호점,10,최고,Ham,커플/2인 여행객,프리미엄룸,2019,8,울산에 왠만한 호텔 다 묵어봤는데 여기가 갑!! 서비스나 시설이 너무 만족스럽고 위치도 성남동이랑 가까워서 좋고 리버뷰 너무 예쁘고!! 조식은 살짝 부족하지만 조식포함 숙박비라고 하기엔 가성비가 너무 좋다 ㅋㅋㅋ 자주 갈게요 이용상 약간의 문제는 있었지만 대처를 잘 해주셔서 아주 만족하고 갑니다 ㅋㅋ, 1박,2019-08-27
1,호텔 컬리넌 건대 2호점,8.8,우수,park,커플/2인 여행객,슈페리어 더블룸,2019,8,"- 가격 대비 가장 괜찮았습니다
 - 지하철역에서 조금 멉니다 (어린이대공원 기준 도보 10분)
 - 직원분들이 굉장히 친절합니다
 - 방 깨끗합니다
 - 주변에 오락시설이 없어 조금 걸어가야 합니다
 - 재방문 의사 있습니다
 - 조식은 따로 제공하지 않지만 아침에 빵과 커피를 담아 놓아서 가져가면 됩니다", 1박,2019-08-19
1,호텔 컬리넌 건대 2호점,10,최고,Donggyu,커플/2인 여행객,슈페리어 더블룸,2019,8,"지리 : 바로앞 버스정류장있어서 좋음(아이파크)
건대까지 버스타고 5분
직원 : 친절함 
숙소 : 평일 가격 굿 깔끔하고 좋았음 다만 입장시 담배냄새 조금 풍겼음(금연실아니었으니 괜찮)
재방문의사 : 굿", 1박,2019-08-12
1,호텔 컬리넌 건대 2호점,7.6,매우 좋음,Kyuwon,나홀로 여행객,프리미엄룸,2019,6,"큰 길에 있긴 하지만 밝은 길은 아니고 차만 지나다니는 길이라 괜히 으슥한 느낌이 듦.
처음에 체크인 할때 데스크에 있었던 남직원분은 친절하다는 느낌은 그다지 못받았고, 금연 객실을 요청했었으나 방에 담배냄새가 많이나서 객실 교체 요청할때 응대해주셨던 여자직원분이 엄청 친절하셨음. 담배냄새때문에 불편하시진 않았는지, 다른 방으로 바로 안내해드리겠다 불편하시겠지만 조금만 기다려달라고 하셨음.
(사실 이 리뷰도 그 직원분 때문에 쓰는것임)

근처에 뭐가 없어서 먹거나 놀려면 어린이대공원쪽으로 나가야하고, 1층에 물이나 커피같은 간단한 음료를 마실수 있는 공간이 있음.
엄청 고급호텔은 아니겠지만, 저렴하게 하루 묵기 좋은 숙소.
분위기 내고싶은 커플이나 업무차 방문한 사람에게는 괜찮은 숙소가 아닐까 함.", 1박,2019-09-02
1,호텔 컬리넌 건대 2호점,10,최고,현진,출장 여행객,프리미엄룸,2019,10,깨끗하고 조용하고 시설도 낡은거 없이 깔끔함. 근데 키가 1개라 함께다니는 사람들은 상관없겠지만 각자 일정있는 사람들은 서로 시간맞추고 해야되서 조금 불편했음. 하지만 나머지는 다 좋음, 3박,2019-11-04
1,호텔 컬리넌 건대 2호점,9.6,최고,Hyun,청소년 동반 가족 여행객,프리미엄룸,2019,11,"버스 정류장 바로 앞 , 지하철 이용 가능. 
직원 매우 친절. 
온수 아주 잘 나옴. 
편의점 가까움. 
단점: 냉장고 얼음 녹은 물 흐름.", 1박,2019-12-01
1,호텔 컬리넌 건대 2호점,10,최고,Hong,나홀로 여행객,프리미엄룸,2019,8,"안락한 숙소와 친절한 직원
편안한 여행이 되었습니다 ^^
담에도 또 이용할 수 있는 곳 추천 추천 추천", 4박,2019-10-14
1,호텔 컬리넌 건대 2호점,8.4,우수,Myung,출장 여행객,프리미엄룸,2021,1,"특히 발렛주차비를 따로 받지 않아서 좋았음.
침대, 수건, 화장실 등 전반적으로 청결하였으나 커튼에 담배냄새가 베어있어 입실 시 담배냄새가 나는 것이 단점", 2박,2021-01-28
1,호텔 컬리넌 건대 2호점,8.8,우수,lee,커플/2인 여행객,프리미엄룸,2019,1,깔끔해요 근데 위치가..ㅜㅜ음식점이 생각보다 없어요 직원분들 정말 친절합니다~, 1박,2019-01-26
1,호텔 컬리넌 건대 2호점,8.8,우수,HyeJin,출장 여행객,프리미엄룸,2019,11,"비지니스 출장시 숙박하기에는 매우 좋습니다. 단, 약간 춥군요...호", 5박,2019-11-24
1,호텔 컬리넌 건대 2호점,10,최고,Donggyu,커플/2인 여행객,프리미엄룸,2019,8,"옆에 호텔디자이너스프리미어보다 직원태도 좋음 
방도 좋음", 1박,2019-10-14
1,호텔 컬리넌 건대 2호점,9.2,최고,HYE,커플/2인 여행객,프리미엄룸,2019,6,"당연히 사진보다는 못했지만
하루 자고 가기에 충분했어요", 1박,2019-06-23
1,호텔 컬리넌 건대 2호점,10,최고,GI,나홀로 여행객,슈페리어 더블룸,2018,12,뭐하나 흠잡을게 없고 프런트 직원분들도 너무친절합니다!, 1박,2018-12-21
1,호텔 컬리넌 건대 2호점,2,,MYEONGSHIN,커플/2인 여행객,슈페리어 더블룸,2019,10,"너무 엉망진창이라 즐거워야 할 여정이 최악으로 끝나고 말았네요.... 다시는 이용하고 싶지 않습니다. 저같은 피해자가 안생겼으면 해서 후기 남깁니다.

1. 위생 

 처음 들어갔을 때 책상 위에 라면국물 찌들어있고 욕조도 깨져있고 바닥도 먼지가 너무 많았습니다. 그래서 방 바꿔달라고 하고 다른 방 갔는데 거기도 더러워서 원래 방 이용했습니다. 들어가자마자 방 청소한 호텔은 여기가 처음이네요. 

2. 직원친절 

너무 불친절해서 깜짝 놀랐습니다. 제가 와서 결제하는데도 보는 둥 마는 둥 하고 많이 기다린 후에야 안내하더군요. 그때부터 기분이 안좋았습니다.

3. 환불정책

원래 3박4일 여정이었는데 너무 더러워서 1박 2일로 바꿔달라고 했습니다. 아고다를 통해서 결제한거라 아고다한테 문의하라고 하더군요. 그래서 아고다를 통해 문의하였는데 다음날 체크아웃시간인 12시까지 답변이 오지않아 예약변경이 취소된 줄 알았습니다. 근데 아고다에서 오후 2시에 예약을 취소하였고 제가 밖에 일정이 있어서 짐을 못뺀 상황이었습니다. 그래서 다시 호텔로 돌아와서 사정을 설명했더니 추가요금을 내라는 겁니다. 6만원을 내라고 했는데, 호텔 1박 숙박 요금이 6만원이어서 저는 항의했는데 그게 자기 호텔 정책이라고 하더군요. 그래서 아고다 답변이 2시에 왔는데 그 전꺼는 빼야하지 않냐고 물었더니 호텔측에서는 그것도 안된다고 하였습니다

그래서 결국 직원들과 실랑이를 벌이다 결제하고 나왔습니다. 한 마디 사과도 없이 변명하기 바쁘더군요. 저는 다시는 이용안할 것입니다.", 1박,2019-10-28
1,호텔 컬리넌 건대 2호점,7.6,매우 좋음,seona,나홀로 여행객,프리미엄룸,2019,9,숙소도 나름 깨끗하고 괜찮았는데 아쉬웠던 점은 예약시 체크아웃 2시라고 돼있었는데 주말이라 12시까지라고 하더라구요 아고다는 제대로 공지를 좀 해줬으면..., 1박,2019-09-24
1,호텔 컬리넌 건대 2호점,7.2,좋음,HYUNSIK,출장 여행객,프리미엄룸,2019,6,일 때문에 싸게 이용 잘했습니다. 그러나 큰 도로변 옆에 위치해 있는지라 자동차 소음이 크게 들리네요. 그리고 복도와 호실 사이의 방음도 약합니다. 그런 점 빼고는 무난했습니다., 2박,2019-07-05
1,호텔 컬리넌 건대 2호점,8,우수,seoleun,나홀로 여행객,프리미엄룸,2019,12,아고다의경우 체크아웃시간이 너무 차이가 많이 나 언쟁이 있었지만 조용하고 괜찮았음, 1박,2019-12-30
1,호텔 컬리넌 건대 2호점,6.8,양호,EUNJEE,나홀로 여행객,슈페리어 더블룸,2020,7,"호텔이란 이름만 보고 갔는데 모텔이었고, 방음이 정말 안되서 옆방의 적나라한 소리를 다 들을 수 있었음. 특히 화장실 변기 물 내리는 소리가 엄청 크고 대로변에 위치하고 있어서 도로 차 소리가 다 들림. 소리에 예민한 사람에게는 굉장히 비추함", 1박,2020-07-20
1,호텔 컬리넌 건대 2호점,2.8,,seohee,출장 여행객,슈페리어 더블룸,2020,12,"진심... 책상위, 침대위, 다 먼지가 수북하게 눈에 보일정도로 쌓여있고
히터는 있는거 같은데 틀면 먼지 구덩이 바람이 나올거 같아서 그냥 덜덜 떨면서 잤습니당...
바닥에 코딱지 같은거랑 머리카락도 막 있고(우리가 입실하자마자 바닥에 있었음) 이불에 더러운 것도 묻어있어서
빨리 벗어나고 싶었음
내 인생에서 최악의 호텔 ....", 1박,2020-12-07
1,호텔 컬리넌 건대 2호점,10,최고,BITNA,커플/2인 여행객,슈페리어 더블룸,2019,8,깨끗하고 좋네요, 2박,2020-06-16
1,호텔 컬리넌 건대 2호점,5.2,,Sokang,커플/2인 여행객,"프리미엄룸 (8PM 후 체크인, 연박 불가)",2022,9,"들어가자마자 침대에 머리카락 발견
샤워가운은 다 헤져있음
욕조랑 벽 사이에 2cm 정도의 틈이 있는데 거기에 독버섯 같은 화려한 곰팡이 득실거려서 진짜 너무 끔찍했어요
다시는 못 가요", 1박,2022-09-23
1,호텔 컬리넌 건대 2호점,2.4,,Minji,나홀로 여행객,"프리미엄룸 (10PM 후 체크인, 연박 불가)",2022,8,방음0 걍 모텔임 개드럽고냄새쩔움, 1박,2022-08-31
1,호텔 컬리넌 건대 2호점,7.2,좋음,Hyechan,커플/2인 여행객,"프리미엄룸 (8PM 후 체크인, 연박 불가)",2022,8,모텔이랑 별 차이점 없어요, 1박,2022-08-23
1,호텔 컬리넌 건대 2호점,5.6,,Sunyoung,나홀로 여행객,Premier [21pm check-in/only available for 1 night],2022,7,방은 좁지만 침구가 깨끗하고 폭신폭신 해서 잠자기에 완벽한:), 1박,2022-08-16
1,호텔 컬리넌 건대 2호점,9.2,최고,CHEOLHYUN,출장 여행객,프리미엄룸,2022,8,깔끔한 호텔입니다. 버스 노선을 몰라 교통이 약간 불편.(어린이대공원역까지 약 900M), 4박,2022-08-08
1,호텔 컬리넌 건대 2호점,2,,younghyun,나홀로 여행객,"프리미엄룸 (10PM 후 체크인, 연박 불가)",2022,7,"가격대비 실망 
수준은 저렴한 모텔급 tv뒤 청결상태 엉망
에어컨은 시원하지만 소음이 너무 심합니다", 1박,2022-08-06
1,호텔 컬리넌 건대 2호점,2.8,,KIM,나홀로 여행객,"프리미엄룸 (10PM 후 체크인, 연박 불가)",2022,6,"호텔 기대하고 가시면 실망할 듯. 그냥 모텔 수준,, 공사 마무리가 잘 안된 건지 침대 쪽 콘센트 덮개가 아예 빠져있었어요. 위치도 지하철 타면 좀 멀었구요. 청소도,, 뭐,, 바닥에 뭐가 많이 밟히더라구요", 1박,2022-06-26
1,호텔 컬리넌 건대 2호점,2.8,,Flora,커플/2인 여행객,"프리미엄룸 (10PM 후 체크인, 연박 불가)",2022,6,"저와 남편은 6월 18일에 프리미엄룸을 예약했습니다.앱에 방이 나와있는 사진은 제가 생각하기에 깨끗하고 편안한 방입니다.호텔에서는 프리미엄룸이라 밤 10시 이후에나 체크인 할 수 있다고 해서저는 기대하고 있었습니다.하루동안 편안한 호텔에서 쉬고 싶었지만 방에 들어와서 정말 실망했습니다. 방이 표준인 작은방입니다.사진과는 전혀 다르게 이불이 엉망입니다.세면용품도 샀습니다.안에는 나쁜것이 있습니다.목욕할 곳은 물이 가득 뿜어져있고,저는 미끄러질뻔했습니다.샤워시와 린스가 제대로 놓여있지 않아 반까지 씻은 것을 발견하였습니다.이런 표준 방에 왜 최고급 방을 썼는지 이해가 안 가네요 체크인 시간이 10시 이후, 나는 호텔에 와서 이미 오후 11시, 매우 피곤합니다. 나는 저녁 내내 쉬지 않고 다음날 12시 전에 체크아웃을 요구했다. 나는 정말 슬펐습니다. 나는 이런 상황을 한번도 해본 적이 없습니다. 만약 표준 방의 기준이라면 왜 최고급 방을 속이고 최고 가격을 받습니까?", 1박,2022-06-25
1,호텔 컬리넌 건대 2호점,3.2,,SEONSOO,커플/2인 여행객,"프리미엄룸 (8PM 후 체크인, 연박 불가)",2022,6,"호텔이라 나름 깔끔할 것을 기대하고 방문하였으나, 담배냄새가 가득하며, 커튼 상태는 매우좋지않고 머리카락이 굴러다니며, 위생적으로 빗이 포장되어 있으나 빗에 머리카락이 그대로 있었습니다. 먼지는 닦지 않은 채 거울에 가득하며 욕실 곰팡이가 그대로 있는 것을 보고 모텔보다 못하다고 생각되었습니다.", 1박,2022-06-21
1,호텔 컬리넌 건대 2호점,8.8,우수,Wei,출장 여행객,"프리미엄룸 (8PM 후 체크인, 연박 불가)",2022,6,시험기간이라서 방 잡아서 예약했는데 가격대비 매우 좋아요!!!, 3박,2022-06-16
1,호텔 컬리넌 건대 2호점,2.4,,Jung,커플/2인 여행객,"프리미엄룸 (8PM 후 체크인, 연박 불가)",2022,5,너무 별로에요 더럽고 냄새나고 벌레 시체..후, 1박,2022-05-28
1,호텔 컬리넌 건대 2호점,2,,SEONKWANG,출장 여행객,슈페리어 더블룸,2022,4,"평일 기준 1박 7만 원인 데 반해 퀄리티가 3만 원 짜리 모텔보다 낮움. 1년 반 정도 전과 비교하면 사장이 바꼈나 싶을 정도로 안 좋아짐.
1.체크인 후 방에 처음 갔을 때 문이 열려 있음.
2.금연실인데 담배냄새 남. 최소한의 환기조차 안 된 상태라고 보면 됨.
3.머리카락 등 청소상태 매우 불량
4.화장실 샴푸 안 채워져 있음.
5.화장실 컵에 앞 사용자 치약 거품자국 그대로
6.도로변이라 시끄러운 건 1-5가 너무 별로라 더욱 부각됨.
결론적으로 이 호텔은 매우 안 좋은 호텔로 가지 않는 것을 추천하며, 관리자를 해고하는 게 나을 수 있음.", 2박,2022-04-23
1,호텔 컬리넌 건대 2호점,10,최고,SUJIN,커플/2인 여행객,"프리미엄룸 (8PM 후 체크인, 연박 불가)",2022,4,건대에서 접근성 좋아 잘 이용 했습니다, 1박,2022-04-18
1,호텔 컬리넌 건대 2호점,6,,NP,출장 여행객,프리미엄룸,2021,11,"그냥 깔끔하게 편하게 이용했습니다
따른 특별한건없습니다", 1박,2022-03-01
1,호텔 컬리넌 건대 2호점,7.6,매우 좋음,JAEHUN,나홀로 여행객,프리미엄룸,2021,11,몇일간 잘 쉬면서 지내고 갑니다. 직원들 친절하여 마음 편히 지냈습니다., 7박,2021-12-01
1,호텔 컬리넌 건대 2호점,9.2,최고,CHEOLHO,출장 여행객,슈페리어 더블룸,2021,11,깔끔하고 친절하고 저렴하고 다시 묵고싶은 호털입니다, 1박,2021-11-19
1,호텔 컬리넌 건대 2호점,6,,Chohee,유아/아동 동반 가족 여행객,프리미엄룸,2021,9,담배냄새와 덜덜덜 소리나는 에어컨 때문에 잠자기 힘들었어요, 1박,2021-09-21
1,호텔 컬리넌 건대 2호점,10,최고,YoungHwa,나홀로 여행객,프리미엄룸,2021,8,"급하게 숙소를 알아봐야 하는 상황이 발생했는데..
직원들 친절하시고~
급하게~ 편하게 이용하기에는 좋은 편입니다.", 1박,2021-08-09
1,호텔 컬리넌 건대 2호점,4.4,,mihee,출장 여행객,프리미엄룸,2021,7,"근처 볼일 있어서 하루 묵었는데 변기 열었더니 담배꽁초가 물도 안내려가 있고 
수건 쓰려 펼쳤더니 머리카락 뭉쳐진게 확 떨어지고 
세면대는 너무 좁아서 세수,양치도 힘들어요 
방에서는 머리카락 군데군데 나오고 
하루 묵었지만 위생상태 이렇게 불량이라 힘들었네요 
13만원 가량 주고 하루 묵기에는 상태가 안좋았네요 
그래도 직원은 친절했어요", 1박,2021-07-05
